search_term,ad_id,page_id,page_name,page_category,page_verified,ig_username,ig_followers,page_likes,status,platforms,display_format,ad_title,ad_copy_preview,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,eu_reach,gender_audience,age_audience,categories,targeted_countries,total_ads_found,ad_library_url,page_profile_url,collected_at
diskon,'2443826025794585,'108504793941032,Amura Beauty,Health/beauty,NOT_VERIFIED,amurabeautycare,84840,4684,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.name}}{{product.current_price strip_zeros}},"Mumpung lagi diskon, Skincare BPOM dan Halal",Shop now,https://shopee.co.id/amuraofficial,2023-05-05,2026-04-02,1063,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=2443826025794585,https://www.facebook.com/amurabeauty/,2026-04-03 05:36:01
Zara,'1240546301478840,'675199009018669,Angelica Colon,Local business,NOT_VERIFIED,N/A,N/A,343,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,"Enjoy the latest series anytime, without spending a penny!","Short, exciting series... and totally free! 🎬✨ Discover hundreds of miniseries with captivating stories, romance, drama, and surprises in every episode.

New episodes are added daily, so you'll always have something new to watch!

🔥 Viral stories
🌟 Constant updates
💥 And all... for free!

What are y",Watch more,http://play.google.com/store/apps/details?id=com.dramarush.bingeshort,2026-03-17,2026-04-01,15,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,849,All,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1240546301478840,https://www.facebook.com/61577846057661/,2026-04-03 05:32:42
Zara,'1234078731759770,'675199009018669,Angelica Colon,Local business,NOT_VERIFIED,N/A,N/A,343,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,"Enjoy the latest series anytime, without spending a penny!","Short, exciting series... and totally free! 🎬✨ Discover hundreds of miniseries with captivating stories, romance, drama, and surprises in every episode.

New episodes are added daily, so you'll always have something new to watch!

🔥 Viral stories
🌟 Constant updates
💥 And all... for free!

What are y",Watch more,http://play.google.com/store/apps/details?id=com.dramarush.bingeshort,2026-03-16,2026-04-01,16,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1264,All,"{'min': 21, 'max': 65}",UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1234078731759770,https://www.facebook.com/61577846057661/,2026-04-03 05:32:42
Puma,'1424706085393046,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-06-24,2025-09-03,71,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,212609,All,"{'min': 21, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1424706085393046,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1137640704791021,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"This is your time to celebrate in style,
Treat yourself to something unforgettable ✨✨",Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-06-19,2025-07-29,40,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,45794,All,"{'min': 21, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1137640704791021,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'550228284821161,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-05-26,2025-06-15,20,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,20376,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=550228284821161,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1342464976848301,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-05-21,2025-07-29,69,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,37295,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1342464976848301,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'686678890982497,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-05-08,2025-06-24,47,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,97631,All,"{'min': 21, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=686678890982497,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1588762035146937,'304852989388606,Apps4Style - Shoes,Shopping service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-05-05,2025-07-29,85,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,8005,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1588762035146937,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1731862407708040,'304852989388606,Apps4Style - Shoes,Shopping service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-04-20,2025-06-24,65,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,140714,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1731862407708040,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1111483944326732,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-04-15,2025-05-26,41,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,13643,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1111483944326732,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1573654323317550,'304852989388606,Apps4Style - Shoes,Shopping service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-04-14,2025-05-26,42,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,12952,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1573654323317550,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'633032562901124,'304852989388606,Apps4Style - Shoes,Shopping service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-03-10,2025-04-21,42,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,83898,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=633032562901124,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1367473171102385,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-03-10,2025-04-14,35,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,9569,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1367473171102385,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1193137265750835,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-03-10,2025-04-14,35,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,9339,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1193137265750835,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'3473924472740389,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-03-06,2025-04-20,45,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,41142,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=3473924472740389,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
Puma,'1662532227705650,'304852989388606,Apps4Style - Shoes,Shopping Service,NOT_VERIFIED,N/A,N/A,36894,INACTIVE,"FACEBOOK, INSTAGRAM",DPA,Grab Yours!✨,👠 Step Up Your Style: Luxury Shoes for Every Occasion – Explore Now! ✨🛍️,Shop now,https://go.apps4style.com/moreshoes?s2=lyst,2025-02-16,2025-04-17,60,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,62884,All,"{'min': 18, 'max': 65}",UNKNOWN,,12482,https://www.facebook.com/ads/library/?id=1662532227705650,https://www.facebook.com/Apps4styleShoes/,2026-04-03 05:30:23
diskon,'797427172905211,'102332459300452,April Eyewear,Sunglasses & Eyewear Store,NOT_VERIFIED,aprileyewear.id,382914,3716,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",VIDEO,N/A,"Warga Depok, we’re officially coming for you!😍👋🏻

Akhirnya April Eyewear toko kacamata spesialis minus tinggi hadir di kotamu🩷

Yuk mampir & join the fun Grand Opening:

🗓️ Sabtu, 25 Oktober 2025
✨ Diskon 30% + ekstra 10%
🎯 Main games & menangkan hadiah sembako, parfum, merchandise eksklusif + hadia",N/A,N/A,2025-10-21,2026-04-02,163,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=797427172905211,https://www.facebook.com/april.eyewearjkt/,2026-04-03 05:36:01
H&M Indonesia,'727334849595465,'160739217122387,Arm Family,Digital creator,NOT_VERIFIED,armfamily2024,13,67,INACTIVE,"FACEBOOK, INSTAGRAM",DCO,Arm Family,{{product.brand}},N/A,https://facebook.com/61552968158446,2023-12-09,2023-12-31,22,200K-250K,N/A,N/A,IDR,N/A,N/A,N/A,POLITICAL,,50001,https://www.facebook.com/ads/library/?id=727334849595465,https://www.facebook.com/61552968158446/,2026-04-03 05:33:39
diskon,'25490452317253279,'107584838842414,Armada CCTV,Camera Store,NOT_VERIFIED,armada_cctv,1229,6013,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,Diskon 50% + Bisa Bayar ditempat (COD),"Kamera CCTV Smart Lampu Bohlam ,Bisa pantau lewat HP dan Bisa Pantau jarak jauh...!!!

Yuk Miliki Kamera cctv pintar ini untuk keamanan Rumah, Toko,kantor,warung dan lainnya
Stok Terbatass..Order Sekarang Juga.

Fitur utama Kamera CCTV Pintar Bohlam ini :
* Kamera cctv pintar ini bisa berputar kekan",Get offer,https://cctvpintar.my.id/,2025-12-16,2026-04-02,107,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=25490452317253279,https://www.facebook.com/100087649495288/,2026-04-03 05:36:01
diskon,'4261162580791058,'102873412778079,Asli Etawalin,Vitamins/supplements,NOT_VERIFIED,N/A,N/A,12609,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,𝐃𝐢𝐬𝐤𝐨𝐧 𝟓𝟎% + 𝐁𝐚𝐲𝐚𝐫 𝐃𝐢𝐫𝐮𝐦𝐚𝐡 ⭐⭐⭐⭐⭐ (4.9),"𝐒𝐔𝐒𝐔 𝐄𝐓𝐀𝐖𝐀𝐋𝐈𝐍 𝐇𝐀𝐃𝐈𝐑 𝐌𝐄𝐌𝐁𝐀𝐍𝐓𝐔 𝐌𝐄𝐍𝐆𝐀𝐓𝐀𝐒𝐈 𝐏𝐄𝐍𝐘𝐀𝐊𝐈𝐓 𝐓𝐔𝐋𝐀𝐍𝐆 & 𝐒𝐄𝐍𝐃𝐈,  

Sudah banyak yang merasakan manfaatnya. Etawalin terbukti bermanfaat dan berkhasiat untuk tubuh.

 ✅Sudah Teruji di BPOM dan terdaftar di MUI
 ✅Uang kembali jika terbukti produk palsu
 ✅Potongan Ongkir Seluruh Indonesia
 ✅Bisa Bayar ",Get offer,https://distributor.etawalinoriginal.com/,2025-10-28,2026-04-02,156,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=4261162580791058,https://www.facebook.com/100091480580899/,2026-04-03 05:36:01
flash sale,'1419154603569783,'580447451828851,Audacity International,Education,NOT_VERIFIED,audacity.capital,85303,2131,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},{{product.brand}},Sign up,https://audacity.capital/,2026-03-26,2026-04-02,7,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1031,All,N/A,UNKNOWN,,50001,https://www.facebook.com/ads/library/?id=1419154603569783,https://www.facebook.com/61576361583959/,2026-04-03 05:34:47
Nike Indonesia,'932167326237333,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=932167326237333,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'943105411701039,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=943105411701039,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'1230174135771892,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=1230174135771892,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'26172751699013129,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=26172751699013129,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'804600586027435,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=804600586027435,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'1490337615766634,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=1490337615766634,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'918672154100876,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=918672154100876,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'948447684217551,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=948447684217551,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'980564497837919,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=980564497837919,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'1484914156547567,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=1484914156547567,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
Nike Indonesia,'1196144785930681,'746590475194053,Aurel,Local business,NOT_VERIFIED,N/A,N/A,4,ACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,Senikersku | Authentic Sneakers & Streetwear Store,"私は誰かのようになれとは決して言っていない。自分らしくあり、変化を生み出せと言ったのだ

Indonesia : 

Saya tidak pernah mengatakan menjadi seperti orang lain. Saya mengatakan menjadi diri sendiri dan membuat perbedaan",Sign up,https://urlsy.me/snikersku,2026-03-29,2026-04-02,4,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,N/A,N/A,N/A,UNKNOWN,,299,https://www.facebook.com/ads/library/?id=1196144785930681,https://www.facebook.com/61578236242886/,2026-04-03 05:28:23
