search_term,ad_id,page_name,page_id,status,platforms,display_format,ad_title,ad_copy_preview,caption,cta_text,link_url,start_date,stop_date,total_active_days,impressions,spend_lower,spend_upper,currency,page_likes,collation_count,categories,targeted_countries,page_profile_url,collected_at
diskon,1746905015750951,Pusat Grosir,108645868960696,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,SUDAH BENARKAH SHOLATMU?,"𝗣𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗦𝗵𝗮𝗹𝗮𝘁𝗺𝘂 𝗺𝗮𝗸𝗮 𝗔𝗹𝗹𝗮𝗵 𝗮𝗸𝗮𝗻 𝗺𝗲𝗺𝗽𝗲𝗿𝗯𝗮𝗶𝗸𝗶 𝗵𝗶𝗱𝘂𝗽𝗺𝘂

Orang-orang mencari buku ini karena ingin memperbaiki shalatnya agar diterima dan bermanfaat pada kehidupan.

AMALAN YANG PERTAMA DIHISAB
Dari An",tokobio.site,Order now,http://tokobio.site/bts,2023-10-31,2024-01-16,77,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,7487.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100094435786005/,2026-04-02 18:38:47
H&M,749153120965566,QR-Code-Generator.com,308808055806752,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"Unlock advanced QR code capabilities. Dynamic codes, tracking, analytics, and versatile content",QR-Code-Generator.com,Learn more,https://www.qr-code-generator.com/free-generator/?utm_source=facebook&utm_medium=paid_social&utm_campaign=retargeting_website_visitors_image_fulldynamic,2025-06-20,2025-08-12,53,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,27490.0,2.0,UNKNOWN,N/A,https://www.facebook.com/qrcgcom/,2026-04-02 18:37:56
diskon,784465227285939,Ray Cláyn,111739693649553,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",VIDEO,N/A,"Ray Cláyn punya leather goods yang bikin lo tampil effortless.
Dari tas, dompet, lanyard, sampai sandal — semua dirancang biar lo bisa carry confidence tiap hari.
Tapi ada produk andalan yang selalu j",www.instagram.com,Learn more,https://www.instagram.com/rayclayn_official/,2025-08-31,2026-04-01,213,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,675.0,1.0,UNKNOWN,N/A,https://www.facebook.com/rayclaynofficial/,2026-04-02 18:38:47
Zara,923704353593758,ReelsGo Chill Time At Night En,935586536313147,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",VIDEO,N/A,"ड्रामा, रोमांस, थ्रिलर और एक्शन से भरपूर कहानियों का जादू एक ही चैनल पर अनुभव करें। उच्च-गुणवत्ता वाले विज़ुअल्स और आकर्षक स्टोरीलाइन के साथ, हम आपके लिए सबसे यादगार पल, भावनात्मक सीन और सबसे लोकप्रिय",play.google.com,Install now,http://play.google.com/store/apps/details?id=com.reelsgo.dramashorts.reelshort.film.movie,2026-03-10,2026-04-02,23,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2017.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61587164176455/,2026-04-02 18:37:31
H&M,1808971036322092,Revolution Rings,643182339095534,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",CAROUSEL,Revolution Rings,  |  ,revolutionrings.com,Shop now,https://revolutionrings.com/,2025-07-26,2025-12-10,137,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,142617.0,2.0,UNKNOWN,N/A,https://www.facebook.com/revolution.rings.usa/,2026-04-02 18:37:56
Nike,672036011964726,Roy Ziv,337129266315152,INACTIVE,"FACEBOOK, INSTAGRAM",IMAGE,The Lightbulb Moment You've Been Waiting For,"Guitar Modes Navigator isn't just another course on modes teaching you shapes and patterns.

It’s the first ever step-by-step course that finally includes EVERYTHING you need to know, so you can fully",royzivmusic.com,Learn more,https://www.royzivmusic.com/guitarmodesnavigator,2025-04-04,2025-06-02,59,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,189735.0,1.0,UNKNOWN,N/A,https://www.facebook.com/royzivmusic/,2026-04-02 18:35:41
H&M,1541493163925705,Safeway,78143372410,INACTIVE,"FACEBOOK, INSTAGRAM",N/A,N/A,"Delivery in as soon as 30 minutes.* Enjoy same prices online as in-store.

*Restrictions apply",N/A,N/A,N/A,2025-06-16,2025-07-29,43,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,,4.0,UNKNOWN,N/A,https://www.facebook.com/Safeway/,2026-04-02 18:37:56
flash sale,1635179953968364,SavingsGuide,216549131537751,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"💡 Have a look to a wide selection of ceiling lighting, including modern chandeliers, crystal chandeliers and contemporary lights in a variety of finishes  👀👇 Items almost sold out 😴⏰👇 | 💡 Warehouse DE",guidaprodotti.com,Learn more,https://guidaprodotti.com/search/trends/en/living-room?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=1485694564&utm_term=chandelier,2024-06-07,2025-08-25,444,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092.0,1.0,UNKNOWN,N/A,https://www.facebook.com/SavingsGuideWW/,2026-04-02 18:38:22
flash sale,311832278375001,SavingsGuide,216549131537751,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"🛒🔌 Großer Ausverkauf von Küchengeräte zu Outlet-Preisen. Die besten Haushaltsgerätemarken sind bis Sonntag im Ausverkauf ⏰, nutzen Sie das Angebot jetzt! 👀👇 | 🛒🔌 Die größte Auswahl an Haushaltsgeräte ",guidaprodotti.com,Learn more,https://guidaprodotti.com/de/search/trends/tech-store/?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=4296840173&utm_term=kitchen,2024-04-11,2026-02-07,667,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092.0,1.0,UNKNOWN,N/A,https://www.facebook.com/SavingsGuideWW/,2026-04-02 18:38:22
flash sale,303754285630810,SavingsGuide,216549131537751,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},📢 OFERTAS DE ELECTRODOMÉSTICOS 📢 Ofertas de liquidación en pequeños y grandes electrodomésticos de las mejores marcas 🤑 Aquí tienes la mejor selección de artículos con descuentos de hasta el 70%.... ¡,Guidaprodotti.com,Learn more,https://guidaprodotti.com/es/search/trends/tech-store/?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=4296840173&utm_term=limpieza,2024-02-08,2025-06-23,500,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,6092.0,1.0,UNKNOWN,N/A,https://www.facebook.com/SavingsGuideWW/,2026-04-02 18:38:22
flash sale,1030482745160052,SavingsGuide Home,363578463504186,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DCO,{{product.name}},"🔥 Sillones, Muebles de Salón y Sofás Clásicos y Modernos de Alta Calidad a Precios de Outlet: ¡No podrás creer estos precios! 🤑 | Sofás sin vender 2023 🛋 : Todos los Tamaños y estilos de los Mejores D",guidaprodotti.com,Learn more,https://guidaprodotti.com/es/search/trends/living-room?utm_source=fb&utm_medium=ppc&utm_campaign={{campaign.id}}&utm_content=1485694564&utm_term=sofa,2024-07-10,2025-10-15,462,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,21403.0,1.0,UNKNOWN,N/A,https://www.facebook.com/SavingsGuideHome/,2026-04-02 18:38:22
diskon,1266670428403127,SeaBank,142455011279904,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DCO,{{product.name}},Belanja lebih hemat! Cukup bayar pakai SeaBank di Shopee! Yuk buka rekening SeaBank sekarang~ 💰🛍️ | Belanja lebih hemat! Cukup bayar pakai SeaBank di Shopee! Yuk buka rekening SeaBank sekarang~ 💰🛍️,play.google.com,Install now,http://play.google.com/store/apps/details?id=id.co.bankbkemobile.digitalbank,2025-07-02,2026-04-02,274,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,327963.0,1.0,UNKNOWN,N/A,https://www.facebook.com/SeaBankIndonesia/,2026-04-02 18:38:47
H&M,1151037523236685,Sell on Alibaba.com,110624017759653,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK",DPA,{{product.name}}  from {{product.price strip_zeros}},Enjoy great profits on global product sourcing and choose from world's largest supplier base. | Enjoy great profits on global product sourcing and choose from world's largest supplier base.,www.alibaba.com,Learn more,https://sale.alibaba.com/p/24daily/1t_p/index.html?utm_source={{campaign.id}}&utm_campaign={{campaign.name}}&src=cpm_fb&account=DPA&biz=ggs_app&traffic_type=directWake&cpm_fb_param=1&extra=ggs_app&ggsnew=y&wx_navbar_transparent=true&path=%2Fp%2Fdxf44i7x5%2Findex.html&ncms_spm=a27aq.30023270,2025-10-29,2025-12-31,63,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,1037458.0,,UNKNOWN,N/A,https://www.facebook.com/SellOnAlibabacom/,2026-04-02 18:37:56
Adidas,1743594406622512,Senikersku ID,617871478066313,ACTIVE,INSTAGRAM,IMAGE,N/A,N/A,shopee.co.id,Shop now,https://shopee.co.id/senikersku,2026-03-24,2026-04-01,8,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,5150.0,1.0,UNKNOWN,N/A,https://www.facebook.com/61573026886356/,2026-04-02 18:36:07
Adidas,460632083197180,Shoe Empire - Calinan Davao,241067489091215,INACTIVE,"FACEBOOK, INSTAGRAM",MULTI_IMAGES,N/A,"🎉 Happy clients, joyful us - a perfect harmony!

DAGHANG SALAMAT SHOE EMPIRE FAM😍

Visit us today and treat yourself to an experience of happiness like no other.

👉Here's the full Shop details:
✅ 3 pa",N/A,Send message,N/A,2024-03-29,2025-11-26,607,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2689.0,1.0,UNKNOWN,N/A,https://www.facebook.com/ShoeEmpireCalinanDavao/,2026-04-02 18:36:07
Puma,1052392619737458,Shoes On Clearance,107065845780249,INACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DPA,{{product.description}},Best Trendy shoes Deals EVERYDAY! 🔥 | Best Trendy shoes Deals EVERYDAY! 🔥,go.shoesonclearance.com,Shop now,https://go.shoesonclearance.com/catalog?s2=nugnes_1920&s3=1788108165,2024-08-18,2026-01-14,514,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,82437.0,,UNKNOWN,N/A,https://www.facebook.com/ShoesOnClearance/,2026-04-02 18:36:33
Puma,3833254523570487,Shoes On Clearance,107065845780249,INACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER",DPA,{{product.description}},Best Trendy shoes Deals EVERYDAY! 🔥 | Best Trendy shoes Deals EVERYDAY! 🔥,go.shoesonclearance.com,Shop now,https://go.shoesonclearance.com/catalog?s2=nugnes_1920&s3=1788108165,2024-08-18,2026-01-13,513,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,82437.0,,UNKNOWN,N/A,https://www.facebook.com/ShoesOnClearance/,2026-04-02 18:36:33
Puma,1962778211115728,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,Flash Sale 8RB,  |  ,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033777.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:36:33
Puma,1307564661185651,Shopee,1542166686041969,ACTIVE,INSTAGRAM,CAROUSEL,N/A,  |  ,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033777.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:36:33
Puma,1687489759097200,Shopee,1542166686041969,ACTIVE,INSTAGRAM,CAROUSEL,N/A,  |  ,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033777.0,3.0,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:36:33
Puma,1496640791818947,Shopee,1542166686041969,ACTIVE,INSTAGRAM,CAROUSEL,N/A,  |  ,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033777.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:36:33
Puma,796016083121956,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,Flash Sale 8RB,  |  ,play.google.com,Shop now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-27,2026-04-01,5,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033777.0,2.0,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:36:33
flash sale,1596520721580695,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM, MESSENGER, THREADS",DPA,{{product.name}},"Saatnya kamu dapat Mesin Masak lebih hemat & lebih cepat di Shopee. Yuk, download Shopee sekarang | Saatnya kamu dapat Mesin Masak lebih hemat & lebih cepat di Shopee. Yuk, download Shopee sekarang",play.google.com,Install now,http://play.google.com/store/apps/details?id=com.shopee.id,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033670.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:38:22
diskon,952130594660503,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB, ada Gratis Ongkir lagi | Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB,",shopee.co.id,Shop now,https://shopee.co.id/m/termurah-di-shopee,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033595.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:38:47
diskon,999502469921703,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB, ada Gratis Ongkir lagi | Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB,",shopee.co.id,Shop now,https://shopee.co.id/m/termurah-di-shopee,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033595.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:38:47
diskon,2368390570345232,Shopee,1542166686041969,ACTIVE,"FACEBOOK, INSTAGRAM",DPA,{{product.name}},"Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB, ada Gratis Ongkir lagi | Belanja semua kebutuhanmu Termurah di Shopee dengan Diskon s/d 60% & Voucher s/d 100RB,",shopee.co.id,Shop now,https://shopee.co.id/m/termurah-di-shopee,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,32033595.0,,UNKNOWN,N/A,https://www.facebook.com/ShopeeID/,2026-04-02 18:38:47
H&M,969855748951378,ShopeePay,107933500767177,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},"Jangan tunggu mati lampu! Top up token PLN di ShopeePay diskon s.d 6RB. Praktis, murah, dan cepat. Cek promonya di sini! | Jangan tunggu mati lampu! Top up token PLN di ShopeePay diskon s.d 6RB. Prakt",app.shopeepay.co.id,Learn more,https://app.shopeepay.co.id/universal-link/m/shopeepay-digital-products-app?utm_source=facebook&utm_medium=cpc&utm_campaign=comw-all006_d05-all_200326_auction_trf-dpgratisadmin%7Bsmom-spp-branding%7D&utm_term=comw_d05_dpgratisadmin_ca_ocpc_18plus_u&utm_content=comw_d05_dpgratisadmin_ca_ocpc_18plus_u_gratisadmin_single_static-dpgratisadminkvtokenlebihmurahrebatemartilbau,2026-03-19,2026-04-02,14,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2499978.0,5.0,UNKNOWN,N/A,https://www.facebook.com/shopeepayid/,2026-04-02 18:37:56
diskon,956307100179717,ShopeePay,107933500767177,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER, THREADS",DCO,{{product.name}},🎉Top up diamond Free Fire dapatkan cashback saldo s.d. 100RB dan diskon s.d. 20RB di Aplikasi ShopeePay | 🎉Top up diamond Free Fire dapatkan cashback saldo s.d. 100RB dan diskon s.d. 20RB di Aplikasi ,shopee.co.id,Learn more,https://shopee.co.id/m/games?utm_source=facebook&utm_medium=cpc&utm_campaign=comw-all006_d05-all_190824_auction_trf%7Bsmom-spp-branding%7D&utm_term=comw_d05_gaminginterest_ca_ocpc_2165plus_u&utm_content=comw_d05_gaminginterest_ca_ocpc_2165plus_u_topupgame_single_static-topupgamecashbacksaldokvfffebtilbau,2026-03-03,2026-04-02,29,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,2499892.0,1.0,UNKNOWN,N/A,https://www.facebook.com/shopeepayid/,2026-04-02 18:38:47
Uniqlo,1953415821902360,Showroom - Texstyle Bandung,100107445384592,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",CAROUSEL,Showroom - Texstyle Bandung,  |  ,api.whatsapp.com,Send WhatsApp message,https://api.whatsapp.com/send,2025-09-02,2026-04-01,211,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,699.0,1.0,UNKNOWN,N/A,https://www.facebook.com/Texstylebandung/,2026-04-02 18:36:58
Puma,605763348529633,Siko Translator,446447455220928,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,N/A,N/A,itunes.apple.com,Install now,http://itunes.apple.com/app/id6473351686,2025-01-09,2025-10-19,282,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,701.0,3.0,UNKNOWN,N/A,https://www.facebook.com/61567834524276/,2026-04-02 18:36:33
flash sale,2366383690519168,Skintific Co,108012461717543,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,{{product.brand}},Skintific | Glowing Set Flash Sale NOW!!! | Skintific | Glowing Set Flash Sale NOW!!!,shopee.co.id,Shop now,https://shopee.co.id/universal-link/shop/380266264/?deep_and_web=1&utm_campaign=s380266264_ss_id_fbca_homepage&utm_source=facebook-ca&utm_medium=seller&utm_content=homepage&smtt=9,2026-02-27,2026-04-01,32,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,72095.0,,UNKNOWN,N/A,https://www.facebook.com/100075687618013/,2026-04-02 18:38:22
flash sale,4542595502652395,Skintific Co,108012461717543,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,Skintific | Glowing Set Flash Sale NOW!!!,"💥big sales💥
✅Diskon hingga 80%
Mari kita gunakan SKINTIFIC bersama-sama🥰😍",fb.com,N/A,https://fb.com/canvas_doc/1933129574094739,2026-02-27,2026-04-02,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,72095.0,,UNKNOWN,N/A,https://www.facebook.com/100075687618013/,2026-04-02 18:38:22
diskon,784316697396631,Skintific Co,108012461717543,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",IMAGE,🔥60% OFF! Bedak viral ini laku keras di Shopee!🔥,"𝐏𝐎𝐕: My powder survived Jakarta heat, bad lighting & my toxic boss. 🌡️💼
🏆 𝗨𝗹𝘁𝗿𝗮 𝗖𝗼𝘃𝗲𝗿 𝗣𝗼𝘄𝗱𝗲𝗿 𝗙𝗼𝘂𝗻𝗱𝗮𝘁𝗶𝗼𝗻  — flawless matte tahan 16 jam!

✨ Ringan, blur pori, anti cakey, nggak bikin kering.
🛡️ Oil-con",shopee.co.id,Shop now,https://shopee.co.id/universal-link/product/380266264/28511871185?smtt=9&utm_source=facebook-ca&utm_medium=seller&utm_campaign=s380266264_SS_ID_FBA2_makeup&utm_content=&deep_and_web=1,2025-08-21,2026-04-01,223,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,72095.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100075687618013/,2026-04-02 18:38:47
diskon,1630588990970527,Skintific Co,108012461717543,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, THREADS",IMAGE,💙Cake-free. Drama-free. Full-time SLAY💅👑,"😭 ""Pori-pori keliatan, makeup geser semua... sampe bos pun komentar!""
✨ 🏆𝗨𝗹𝘁𝗿𝗮 𝗖𝗼𝘃𝗲𝗿 𝗣𝗼𝘄𝗱𝗲𝗿 𝗙𝗼𝘂𝗻𝗱𝗮𝘁𝗶𝗼𝗻 🏆 ? Game changer banget!

✨ Ringan, blur pori, anti cakey, nggak bikin kering.
🎨 Pilih dari 6 war",shopee.co.id,Shop now,https://shopee.co.id/universal-link/shop/380266264/?deep_and_web=1&utm_campaign=s380266264_ss_id_fbca_homepage&utm_source=facebook-ca&utm_medium=seller&utm_content=homepage&smtt=9,2025-07-23,2026-04-01,252,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,72095.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100075687618013/,2026-04-02 18:38:47
diskon,631559609537458,Skintific Co,108012461717543,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,💥Penjualan Besar💥 ✅Diskon hingga 80%,"Berani gak pakai sunscreen 1 centong?😫 Berani dong! Soalnya pakai Aqua Light Daily Sunscreen yang teksturnya waterburst dan mudah meresap! Check out sekarang, ya🥰",fb.com,Learn more,https://fb.com/canvas_doc/957406389621889,2025-01-05,2025-05-19,133,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,72095.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100075687618013/,2026-04-02 18:38:47
diskon,569091645926916,Skintific Co,108012461717543,INACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",VIDEO,💥Penjualan Besar💥 ✅Diskon hingga 80%,"Berani gak pakai sunscreen 1 centong?😫 Berani dong! Soalnya pakai Aqua Light Daily Sunscreen yang teksturnya waterburst dan mudah meresap! Check out sekarang, ya🥰",fb.com,Learn more,https://fb.com/canvas_doc/964063695608726,2025-01-05,2025-09-25,262,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,72095.0,1.0,UNKNOWN,N/A,https://www.facebook.com/100075687618013/,2026-04-02 18:38:47
flash sale,2056228824950659,Skintific Outlet,105709212460851,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",IMAGE,SKINTIFIC | Glowing Set Flash Sale NOW!!!,"💥big sales💥
✅𝗗𝗶𝘀𝗸𝗼𝗻 𝗵𝗶𝗻𝗴𝗴𝗮 𝟲𝟬%
Mari kita gunakan SKINTIFIC bersama-sama🥰😍",fb.com,N/A,https://fb.com/canvas_doc/1498311784957405,2026-02-27,2026-04-02,33,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,10064.0,,UNKNOWN,N/A,https://www.facebook.com/100090382792838/,2026-04-02 18:38:22
diskon,1162861329256988,Skintific id,366508463214337,ACTIVE,"FACEBOOK, INSTAGRAM, AUDIENCE_NETWORK, MESSENGER",DPA,Skintific | Glowing Set Flash Sale NOW!!!,Skintific | Skintific,shopee.co.id,Shop now,https://shopee.co.id/universal-link/shop/380266264/?deep_and_web=1&utm_campaign=s380266264_ss_id_fbca_homepage&utm_source=facebook-ca&utm_medium=seller&utm_content=homepage&smtt=9,2026-02-01,2026-04-01,58,Not Disclosed,Not Disclosed,Not Disclosed,Not Disclosed,3870.0,,UNKNOWN,N/A,https://www.facebook.com/61562163760605/,2026-04-02 18:38:47
